Gene	Clade_0	Clade_1	Clade_2	Clade_3	Clade	Ecotype	Allele	File	HV
GWHPACEF060402	Int7884_206	Int7884_206_253_R_38	Int7884_206_253_R_38	NA	Int7884_206_253_R_38	GWHPACEF	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7884_206_253_R_38.afa	0
GWHPACEL060468	Int7884_206	Int7884_206_253_R_38	Int7884_206_253_R_38	NA	Int7884_206_253_R_38	GWHPACEL	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7884_206_253_R_38.afa	0
GWHPACEA064055	Int7884_206	Int7884_206_253_R_38	Int7884_206_253_R_38	NA	Int7884_206_253_R_38	GWHPACEA	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7884_206_253_R_38.afa	0
GWHPACEO064386	Int7884_206	Int7884_206_253_R_38	Int7884_206_253_R_38	NA	Int7884_206_253_R_38	GWHPACEO	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7884_206_253_R_38.afa	0
GWHPACEM063566	Int7884_206	Int7884_206_253_R_38	Int7884_206_253_R_38	NA	Int7884_206_253_R_38	GWHPACEM	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7884_206_253_R_38.afa	0
GWHPACEN063002	Int7884_206	Int7884_206_253_R_38	Int7884_206_253_R_38	NA	Int7884_206_253_R_38	GWHPACEN	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7884_206_253_R_38.afa	0
GWHPACEB057938	Int7884_206	Int7884_206_253_R_38	Int7884_206_253_R_38	NA	Int7884_206_253_R_38	GWHPACEB	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7884_206_253_R_38.afa	0
GWHPACES063897	Int7884_206	Int7884_206_253_R_38	Int7884_206_253_R_38	NA	Int7884_206_253_R_38	GWHPACES	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7884_206_253_R_38.afa	0
GWHPACEH063798	Int7884_206	Int7884_206_253_R_38	Int7884_206_253_R_38	NA	Int7884_206_253_R_38	GWHPACEH	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7884_206_253_R_38.afa	0
GWHPACEV057926	Int7884_206	Int7884_206_253_R_38	Int7884_206_253_R_38	NA	Int7884_206_253_R_38	GWHPACEV	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7884_206_253_R_38.afa	0
GWHPACEP059942	Int7884_206	Int7884_206_253_R_38	Int7884_206_253_R_38	NA	Int7884_206_253_R_38	GWHPACEP	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7884_206_253_R_38.afa	0
GWHPACEE063514	Int7884_206	Int7884_206_253_R_38	Int7884_206_253_R_38	NA	Int7884_206_253_R_38	GWHPACEE	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7884_206_253_R_38.afa	0
GWHPACEJ065698	Int7884_206	Int7884_206_253_R_38	Int7884_206_253_R_38	NA	Int7884_206_253_R_38	GWHPACEJ	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7884_206_253_R_38.afa	0
GWHPACEQ059552	Int7884_206	Int7884_206_253_R_38	Int7884_206_253_R_38	NA	Int7884_206_253_R_38	GWHPACEQ	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7884_206_253_R_38.afa	0
GWHPACEW063537	Int7884_206	Int7884_206_253_R_38	Int7884_206_253_R_38	NA	Int7884_206_253_R_38	GWHPACEW	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7884_206_253_R_38.afa	0
GWHPACEP059945	Int7884_206	Int7884_206_366_R_13	Int7884_206_366_R_13	NA	Int7884_206_366_R_13	GWHPACEP	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7884_206_366_R_13.afa	0
GWHPACES063900	Int7884_206	Int7884_206_366_R_13	Int7884_206_366_R_13	NA	Int7884_206_366_R_13	GWHPACES	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7884_206_366_R_13.afa	0
GWHPACEU084628	Int7884_206	Int7884_206_366_R_13	Int7884_206_366_R_13	NA	Int7884_206_366_R_13	GWHPACEU	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7884_206_366_R_13.afa	0
GWHPACEE063518	Int7884_206	Int7884_206_366_R_13	Int7884_206_366_R_13	NA	Int7884_206_366_R_13	GWHPACEE	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7884_206_366_R_13.afa	0
GWHPACEW063540	Int7884_206	Int7884_206_366_R_13	Int7884_206_366_R_13	NA	Int7884_206_366_R_13	GWHPACEW	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7884_206_366_R_13.afa	0
GWHPACEH063802	Int7884_206	Int7884_206_366_R_13	Int7884_206_366_R_13	NA	Int7884_206_366_R_13	GWHPACEH	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7884_206_366_R_13.afa	0
GWHPACEX059575	Int7884_206	Int7884_206_366_R_13	Int7884_206_366_R_13	NA	Int7884_206_366_R_13	GWHPACEX	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7884_206_366_R_13.afa	0
GWHPACEJ065701	Int7884_206	Int7884_206_366_R_13	Int7884_206_366_R_13	NA	Int7884_206_366_R_13	GWHPACEJ	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7884_206_366_R_13.afa	0
GWHPACET064515	Int7884_206	Int7884_206_366_R_13	Int7884_206_366_R_13	NA	Int7884_206_366_R_13	GWHPACET	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7884_206_366_R_13.afa	0
GWHPACEG063234	Int7884_206	Int7884_206_366_R_13	Int7884_206_366_R_13	NA	Int7884_206_366_R_13	GWHPACEG	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7884_206_366_R_13.afa	0
GWHPACEQ059553	Int7884_206	Int7884_206_366_R_13	Int7884_206_366_R_13	NA	Int7884_206_366_R_13	GWHPACEQ	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7884_206_366_R_13.afa	0
GWHPACDY065470	Int7884_206	Int7884_206_366_R_13	Int7884_206_366_R_13	NA	Int7884_206_366_R_13	GWHPACDY	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7884_206_366_R_13.afa	0
GWHPACED060889	Int7884_206	Int7884_206_319_L_89	Int7884_206_319_L_89	NA	Int7884_206_319_L_89	GWHPACED	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7884_206_319_L_89.afa	1
GLYMA_ZH13_15G215800_1_P	Int7884_206	Int7884_206_319_L_89	Int7884_206_319_L_89	NA	Int7884_206_319_L_89	ZH13	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7884_206_319_L_89.afa	1
W05_GLYSO_15G041829_1_P	Int7884_206	Int7884_206_319_L_89	Int7884_206_319_L_89	NA	Int7884_206_319_L_89	W05	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7884_206_319_L_89.afa	1
GWHPACEI065974	Int7884_206	Int7884_206_319_L_89	Int7884_206_319_L_89	NA	Int7884_206_319_L_89	GWHPACEI	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7884_206_319_L_89.afa	1
GWHPACEK056822	Int7884_206	Int7884_206_319_L_89	Int7884_206_319_L_89	NA	Int7884_206_319_L_89	GWHPACEK	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7884_206_319_L_89.afa	1
GWHPACEC050626	Int8109_24	Int8109_24	NA	NA	Int8109_24	GWHPACEC	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int8109_24.afa	0
GWHPACEH054144	Int8109_24	Int8109_24	NA	NA	Int8109_24	GWHPACEH	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int8109_24.afa	0
GWHPACEG053836	Int8109_24	Int8109_24	NA	NA	Int8109_24	GWHPACEG	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int8109_24.afa	0
GWHPACDZ042925	Int8109_24	Int8109_24	NA	NA	Int8109_24	GWHPACDZ	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int8109_24.afa	0
GWHPACEI055897	Int8109_24	Int8109_24	NA	NA	Int8109_24	GWHPACEI	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int8109_24.afa	0
GWHPACDY055464	Int8109_24	Int8109_24	NA	NA	Int8109_24	GWHPACDY	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int8109_24.afa	0
GWHPACEX050315	Int8109_24	Int8109_24	NA	NA	Int8109_24	GWHPACEX	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int8109_24.afa	0
GWHPACES053984	Int8109_24	Int8109_24	NA	NA	Int8109_24	GWHPACES	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int8109_24.afa	0
GWHPACEO054375	Int8109_24	Int8109_24	NA	NA	Int8109_24	GWHPACEO	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int8109_24.afa	0
GWHPACED051472	Int8109_24	Int8109_24	NA	NA	Int8109_24	GWHPACED	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int8109_24.afa	0
GWHPACEP050606	Int8109_24	Int8109_24	NA	NA	Int8109_24	GWHPACEP	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int8109_24.afa	0
GWHPACEU054271	Int8109_24	Int8109_24	NA	NA	Int8109_24	GWHPACEU	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int8109_24.afa	0
GWHPACEE053779	Int8109_24	Int8109_24	NA	NA	Int8109_24	GWHPACEE	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int8109_24.afa	0
GWHPACEN053271	Int8109_24	Int8109_24	NA	NA	Int8109_24	GWHPACEN	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int8109_24.afa	0
GWHPACEA054683	Int8109_24	Int8109_24	NA	NA	Int8109_24	GWHPACEA	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int8109_24.afa	0
GWHPACEW053621	Int8109_24	Int8109_24	NA	NA	Int8109_24	GWHPACEW	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int8109_24.afa	0
W05_GLYSO_11G031168_1_P	Int8109_24	Int8109_24	NA	NA	Int8109_24	W05	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int8109_24.afa	0
GWHPACEM053982	Int8109_24	Int8109_24	NA	NA	Int8109_24	GWHPACEM	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int8109_24.afa	0
GLYMA_ZH13_13G172100_1_P	Int8109_24	Int8109_24	NA	NA	Int8109_24	ZH13	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int8109_24.afa	0
GWHPACER049618	Int8109_24	Int8109_24	NA	NA	Int8109_24	GWHPACER	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int8109_24.afa	0
GWHPACET054662	Int8109_24	Int8109_24	NA	NA	Int8109_24	GWHPACET	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int8109_24.afa	0
GWHPACEF051069	Int8109_24	Int8109_24	NA	NA	Int8109_24	GWHPACEF	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int8109_24.afa	0
GWHPACEJ055703	Int8109_24	Int8109_24	NA	NA	Int8109_24	GWHPACEJ	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int8109_24.afa	0
GLYMA_13G193100_1	Int8109_24	Int8109_24	NA	NA	Int8109_24	W82	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int8109_24.afa	0
GWHPACEM053992	Int8132_118	Int8132_118_171_L_85	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	GWHPACEM	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int8132_118_171_L_85_108_R_62.afa	1
GWHPACEM053984	Int8132_118	Int8132_118_171_L_85	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	GWHPACEM	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int8132_118_171_L_85_108_R_62.afa	1
GWHPACEA054685	Int8132_118	Int8132_118_171_L_85	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	GWHPACEA	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int8132_118_171_L_85_108_R_62.afa	1
GWHPACEG053808	Int8132_118	Int7822_57	Int8132_118_171_R_33	NA	Int8132_118_171_R_33	GWHPACEG	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int8132_118_171_R_33.afa	1
GWHPACEG053808	Int8132_118	Int7822_57	Int8132_118_171_R_33	NA	Int8132_118_171_R_33	GWHPACEG	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int8132_118_171_R_33.afa	1
GWHPACEG053808	Int8132_118	Int8132_118_171_R_33	Int8132_118_171_R_33	NA	Int8132_118_171_R_33	GWHPACEG	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int8132_118_171_R_33.afa	1
GWHPACEG053808	Int8132_118	Int8132_118_171_R_33	Int8132_118_171_R_33	NA	Int8132_118_171_R_33	GWHPACEG	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int8132_118_171_R_33.afa	1
GWHPACDY055348	Int8132_118	Int8132_118_171_R_33	Int8132_118_171_R_33	NA	Int8132_118_171_R_33	GWHPACDY	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int8132_118_171_R_33.afa	1
GLYMA_13G190300_1	Int8132_118	Int8132_118_171_R_33	Int8132_118_171_R_33	NA	Int8132_118_171_R_33	W82	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int8132_118_171_R_33.afa	1
GWHPACET054628	Int8132_118	Int7822_57	Int8132_118_171_R_33	NA	Int8132_118_171_R_33	GWHPACET	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int8132_118_171_R_33.afa	1
GWHPACET054628	Int8132_118	Int7822_57	Int8132_118_171_R_33	NA	Int8132_118_171_R_33	GWHPACET	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int8132_118_171_R_33.afa	1
GWHPACET054628	Int8132_118	Int7822_57	Int8132_118_171_R_33	NA	Int8132_118_171_R_33	GWHPACET	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int8132_118_171_R_33.afa	1
GWHPACET054628	Int8132_118	Int8132_118_171_R_33	Int8132_118_171_R_33	NA	Int8132_118_171_R_33	GWHPACET	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int8132_118_171_R_33.afa	1
GWHPACET054628	Int8132_118	Int8132_118_171_R_33	Int8132_118_171_R_33	NA	Int8132_118_171_R_33	GWHPACET	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int8132_118_171_R_33.afa	1
GWHPACET054628	Int8132_118	Int8132_118_171_R_33	Int8132_118_171_R_33	NA	Int8132_118_171_R_33	GWHPACET	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int8132_118_171_R_33.afa	1
GWHPACEV049394	Int8132_118	Int8132_118_171_R_33	Int8132_118_171_R_33	NA	Int8132_118_171_R_33	GWHPACEV	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int8132_118_171_R_33.afa	1
GWHPACDZ042833	Int8132_118	Int8132_118_171_R_33	Int8132_118_171_R_33	NA	Int8132_118_171_R_33	GWHPACDZ	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int8132_118_171_R_33.afa	1
GWHPACEJ086839	Int8132_118	Int8132_118_171_R_33	Int8132_118_171_R_33	NA	Int8132_118_171_R_33	GWHPACEJ	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int8132_118_171_R_33.afa	1
GWHPACEJ055593	Int8132_118	Int8132_118_171_R_33	Int8132_118_171_R_33	NA	Int8132_118_171_R_33	GWHPACEJ	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int8132_118_171_R_33.afa	1
W05_GLYSO_11G031118_1_P	Int8132_118	Int8132_118_171_R_33	Int8132_118_171_R_33	NA	Int8132_118_171_R_33	W05	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int8132_118_171_R_33.afa	1
GWHPACEP050576	Int8132_118	Int8132_118_171_L_85	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	GWHPACEP	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int8132_118_171_L_85_108_R_62.afa	1
GWHPACEL051326	Int8132_118	Int8132_118_171_L_85	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	GWHPACEL	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int8132_118_171_L_85_108_R_62.afa	1
GLYMA_ZH13_13G172300_1_P	Int8132_118	Int8132_118_171_L_85	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	ZH13	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int8132_118_171_L_85_108_R_62.afa	1
GWHPACEI055900	Int8132_118	Int8132_118_171_L_85	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	GWHPACEI	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int8132_118_171_L_85_108_R_62.afa	1
GWHPACER049624	Int8132_118	Int8132_118_171_L_85	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	GWHPACER	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int8132_118_171_L_85_108_R_62.afa	1
GWHPACER049633	Int8132_118	Int8132_118_171_L_85	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	GWHPACER	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int8132_118_171_L_85_108_R_62.afa	1
GWHPACEW053633	Int8132_118	Int8132_118_171_L_85	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	GWHPACEW	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int8132_118_171_L_85_108_R_62.afa	1
GWHPACEV049425	Int8132_118	Int8132_118_171_L_85	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	GWHPACEV	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int8132_118_171_L_85_108_R_62.afa	1
GWHPACET054666	Int8132_118	Int8132_118_171_L_85	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	GWHPACET	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int8132_118_171_L_85_108_R_62.afa	1
GWHPACED051481	Int8132_118	Int8132_118_171_L_85	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	GWHPACED	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int8132_118_171_L_85_108_R_62.afa	1
GWHPACEH054160	Int8132_118	Int8132_118_171_L_85	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	GWHPACEH	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int8132_118_171_L_85_108_R_62.afa	1
GWHPACEC050636	Int8132_118	Int8132_118_171_L_85	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	GWHPACEC	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int8132_118_171_L_85_108_R_62.afa	1
GWHPACEX050331	Int8132_118	Int8132_118_171_L_85	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	GWHPACEX	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int8132_118_171_L_85_108_R_62.afa	1
GWHPACEU054286	Int8132_118	Int8132_118_171_L_85	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	GWHPACEU	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int8132_118_171_L_85_108_R_62.afa	1
GWHPACEG053854	Int8132_118	Int8132_118_171_L_85	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	GWHPACEG	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int8132_118_171_L_85_108_R_62.afa	1
GWHPACEB049811	Int8132_118	Int8132_118_171_L_85	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	GWHPACEB	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int8132_118_171_L_85_108_R_62.afa	1
GWHPACEG053839	Int8132_118	Int8132_118_171_L_85	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	GWHPACEG	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int8132_118_171_L_85_108_R_62.afa	1
GWHPACED051474	Int8132_118	Int8132_118_171_L_85	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	GWHPACED	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int8132_118_171_L_85_108_R_62.afa	1
GWHPACEN053274	Int8132_118	Int8132_118_171_L_85	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	GWHPACEN	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int8132_118_171_L_85_108_R_62.afa	1
GWHPACEJ055706	Int8132_118	Int8132_118_171_L_85	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	GWHPACEJ	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int8132_118_171_L_85_108_R_62.afa	1
GWHPACES053991	Int8132_118	Int8132_118_171_L_85	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	GWHPACES	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int8132_118_171_L_85_108_R_62.afa	1
GWHPACDY055476	Int8132_118	Int8132_118_171_L_85	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	GWHPACDY	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int8132_118_171_L_85_108_R_62.afa	1
GWHPACEV049434	Int8132_118	Int8132_118_171_L_85	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	GWHPACEV	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int8132_118_171_L_85_108_R_62.afa	1
GWHPACET054677	Int8132_118	Int8132_118_171_L_85	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	GWHPACET	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int8132_118_171_L_85_108_R_62.afa	1
GLYMA_13G194100_1	Int8132_118	Int8132_118_171_L_85	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	W82	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int8132_118_171_L_85_108_R_62.afa	1
GLYMA_ZH13_13G173000_1_P	Int8132_118	Int8132_118_171_L_85	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	ZH13	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int8132_118_171_L_85_108_R_62.afa	1
GWHPACDY055467	Int8132_118	Int8132_118_171_L_85	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	GWHPACDY	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int8132_118_171_L_85_108_R_62.afa	1
GWHPACEJ055715	Int8132_118	Int8132_118_171_L_85	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	GWHPACEJ	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int8132_118_171_L_85_108_R_62.afa	1
GWHPACDZ042928	Int8132_118	Int8132_118_171_L_85	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	GWHPACDZ	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int8132_118_171_L_85_108_R_62.afa	1
W05_GLYSO_11G031188_1_P	Int8132_118	Int8132_118_171_L_85	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	W05	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int8132_118_171_L_85_108_R_62.afa	1
GWHPACEK048195	Int8132_118	Int8132_118_171_L_85	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	GWHPACEK	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int8132_118_171_L_85_108_R_62.afa	1
W05_GLYSO_11G031195_1_P	Int8132_118	Int8132_118_171_L_85	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	W05	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int8132_118_171_L_85_108_R_62.afa	1
GWHPACEA054690	Int8132_118	Int8132_118_171_L_85	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	GWHPACEA	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int8132_118_171_L_85_108_R_62.afa	1
GWHPACEO054386	Int8132_118	Int8132_118_171_L_85	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	GWHPACEO	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int8132_118_171_L_85_108_R_62.afa	1
GWHPACEF051072	Int8132_118	Int8132_118_171_L_85	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	GWHPACEF	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int8132_118_171_L_85_108_R_62.afa	1
GWHPACEK048186	Int8132_118	Int8132_118_171_L_85	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	GWHPACEK	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int8132_118_171_L_85_108_R_62.afa	1
GWHPACEE053784	Int8132_118	Int8132_118_171_L_85	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	GWHPACEE	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int8132_118_171_L_85_108_R_62.afa	1
GWHPACEX050317	Int8132_118	Int8132_118_171_L_85	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	GWHPACEX	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int8132_118_171_L_85_108_R_62.afa	1
GWHPACEC050628	Int8132_118	Int8132_118_171_L_85	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	Int8132_118_171_L_85_108_R_62	GWHPACEC	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int8132_118_171_L_85_108_R_62.afa	1
