Gene	Clade_0	Clade_1	Clade_2	Clade_3	Clade	Ecotype	Allele	File	HV
ZM00026AB176320_P001	Int4548_15	Int4548_15_22_R_4	Int4548_15_22_R_4	NA	Int4548_15_22_R_4	cml333	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4548_15_22_R_4.afa	0
ZM00036AB180240_P001	Int4548_15	Int4548_15_22_R_4	Int4548_15_22_R_4	NA	Int4548_15_22_R_4	nc350	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4548_15_22_R_4.afa	0
ZM00039AB176610_P001	Int4548_15	Int4548_15_20_L_8	Int4548_15_20_L_8	NA	Int4548_15_20_L_8	oh43	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4548_15_20_L_8.afa	0
ZM00034AB185100_P001	Int4548_15	Int4548_15_20_L_8	Int4548_15_20_L_8	NA	Int4548_15_20_L_8	mo18w	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4548_15_20_L_8.afa	0
ZM00032AB179960_P001	Int4548_15	Int4548_15_20_L_8	Int4548_15_20_L_8	NA	Int4548_15_20_L_8	m37w	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4548_15_20_L_8.afa	0
ZM00038AB177260_P001	Int4548_15	Int4548_15_20_L_8	Int4548_15_20_L_8	NA	Int4548_15_20_L_8	oh7b	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4548_15_20_L_8.afa	0
ZM00030AB174920_P001	Int4548_15	Int4548_15_20_L_8	Int4548_15_20_L_8	NA	Int4548_15_20_L_8	ki11	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4548_15_20_L_8.afa	0
ZM00031AB181170_P001	Int4548_15	Int4548_15_20_L_8	Int4548_15_20_L_8	NA	Int4548_15_20_L_8	ky21	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4548_15_20_L_8.afa	0
ZM00023AB179480_P001	Int4548_15	Int4548_15_20_L_8	Int4548_15_20_L_8	NA	Int4548_15_20_L_8	cml247	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4548_15_20_L_8.afa	0
ZM00001EB174770_P001	Int4548_15	Int4548_15_20_L_8	Int4548_15_20_L_8	NA	Int4548_15_20_L_8	b73	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4548_15_20_L_8.afa	0
ZM00023AB179470_P001	Int4548_15	Int4548_15_21_R_2	NA	NA	Int4548_15_21_R_2	cml247	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4548_15_21_R_2.afa	0
ZM00025AB180930_P001	Int4548_15	Int4548_15_21_R_2	NA	NA	Int4548_15_21_R_2	cml322	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4548_15_21_R_2.afa	0
ZM00026AB113450_P001	Int4564_53	Int4564_53_75_R_27	Int4564_53_75_R_27	NA	Int4564_53_75_R_27	cml333	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4564_53_75_R_27.afa	0
ZM00019AB110340_P001	Int4564_53	Int4564_53_75_R_27	Int4564_53_75_R_27	NA	Int4564_53_75_R_27	cml52	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4564_53_75_R_27.afa	0
ZM00020AB114580_P001	Int4564_53	Int4564_53_75_R_27	Int4564_53_75_R_27	NA	Int4564_53_75_R_27	cml69	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4564_53_75_R_27.afa	0
ZM00022AB115070_P001	Int4564_53	Int4564_53_75_R_27	Int4564_53_75_R_27	NA	Int4564_53_75_R_27	cml228	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4564_53_75_R_27.afa	0
ZM00022AB449800_P001	Int4564_53	Int4564_53_75_R_27	Int4564_53_75_R_27	NA	Int4564_53_75_R_27	cml228	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4564_53_75_R_27.afa	0
ZM00023AB116800_P001	Int4564_53	Int4564_53_75_R_27	Int4564_53_75_R_27	NA	Int4564_53_75_R_27	cml247	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4564_53_75_R_27.afa	0
ZM00029AB117200_P001	Int4564_53	Int4564_53_75_R_27	Int4564_53_75_R_27	NA	Int4564_53_75_R_27	ki3	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4564_53_75_R_27.afa	0
ZM00036AB117030_P001	Int4564_53	Int4564_53_75_R_27	Int4564_53_75_R_27	NA	Int4564_53_75_R_27	nc350	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4564_53_75_R_27.afa	0
ZM00027AB114550_P001	Int4564_53	Int4564_53_75_R_27	Int4564_53_75_R_27	NA	Int4564_53_75_R_27	hp301	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4564_53_75_R_27.afa	0
ZM00025AB117220_P001	Int4564_53	Int4564_53_75_R_27	Int4564_53_75_R_27	NA	Int4564_53_75_R_27	cml322	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4564_53_75_R_27.afa	0
ZM00001EB113900_P001	Int4564_53	Int4564_53_75_R_27	Int4564_53_75_R_27	NA	Int4564_53_75_R_27	b73	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4564_53_75_R_27.afa	0
ZM00035AB116850_P001	Int4564_53	Int4564_53_75_R_27	Int4564_53_75_R_27	NA	Int4564_53_75_R_27	ms71	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4564_53_75_R_27.afa	0
ZM00033AB119600_P001	Int4564_53	Int4564_53_75_R_27	Int4564_53_75_R_27	NA	Int4564_53_75_R_27	m162w	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4564_53_75_R_27.afa	0
ZM00024AB115500_P001	Int4564_53	Int4564_53_75_R_27	Int4564_53_75_R_27	NA	Int4564_53_75_R_27	cml277	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4564_53_75_R_27.afa	0
ZM00030AB113860_P001	Int4564_53	Int4564_53_75_R_27	Int4564_53_75_R_27	NA	Int4564_53_75_R_27	ki11	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4564_53_75_R_27.afa	0
ZM00032AB116950_P001	Int4564_53	Int4564_53_75_R_27	Int4564_53_75_R_27	NA	Int4564_53_75_R_27	m37w	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4564_53_75_R_27.afa	0
ZM00021AB114170_P001	Int4564_53	Int4564_53_75_R_27	Int4564_53_75_R_27	NA	Int4564_53_75_R_27	cml103	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4564_53_75_R_27.afa	0
ZM00042AB116650_P001	Int4564_53	Int4564_53_75_R_27	Int4564_53_75_R_27	NA	Int4564_53_75_R_27	tzi8	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4564_53_75_R_27.afa	0
ZM00034AB120820_P001	Int4564_53	Int4564_53_75_R_27	Int4564_53_75_R_27	NA	Int4564_53_75_R_27	mo18w	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4564_53_75_R_27.afa	0
ZM00038AB116090_P001	Int4564_53	Int4564_53_75_R_27	Int4564_53_75_R_27	NA	Int4564_53_75_R_27	oh7b	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4564_53_75_R_27.afa	0
ZM00018AB116670_P001	Int4564_53	Int4564_53_75_R_27	Int4564_53_75_R_27	NA	Int4564_53_75_R_27	b97	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4564_53_75_R_27.afa	0
ZM00031AB117760_P001	Int4564_53	Int4564_53_75_R_27	Int4564_53_75_R_27	NA	Int4564_53_75_R_27	ky21	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4564_53_75_R_27.afa	0
ZM00041AB117390_P001	Int4564_53	Int4564_53_75_R_27	Int4564_53_75_R_27	NA	Int4564_53_75_R_27	tx303	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4564_53_75_R_27.afa	0
ZM00040AB121090_P001	Int4564_53	Int4564_53_75_R_27	Int4564_53_75_R_27	NA	Int4564_53_75_R_27	p39	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4564_53_75_R_27.afa	0
ZM00037AB113730_P001	Int4564_53	Int4564_53_75_R_27	Int4564_53_75_R_27	NA	Int4564_53_75_R_27	nc358	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4564_53_75_R_27.afa	0
ZM00028AB116130_P001	Int4564_53	Int4564_53_75_R_27	Int4564_53_75_R_27	NA	Int4564_53_75_R_27	il14h	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4564_53_75_R_27.afa	0
ZM00039AB114410_P001	Int4564_53	Int4564_53_75_R_27	Int4564_53_75_R_27	NA	Int4564_53_75_R_27	oh43	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4564_53_75_R_27.afa	0
ZM00029AB285000_P001	Int4564_53	Int4564_53_75_L_26	Int4564_53_75_L_26	NA	Int4564_53_75_L_26	ki3	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4564_53_75_L_26.afa	0
ZM00022AB276580_P001	Int4564_53	Int4564_53_75_L_26	Int4564_53_75_L_26	NA	Int4564_53_75_L_26	cml228	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4564_53_75_L_26.afa	0
ZM00035AB281680_P001	Int4564_53	Int4564_53_75_L_26	Int4564_53_75_L_26	NA	Int4564_53_75_L_26	ms71	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4564_53_75_L_26.afa	0
ZM00021AB275780_P001	Int4564_53	Int4564_53_75_L_26	Int4564_53_75_L_26	NA	Int4564_53_75_L_26	cml103	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4564_53_75_L_26.afa	0
ZM00023AB280070_P001	Int4564_53	Int4564_53_75_L_26	Int4564_53_75_L_26	NA	Int4564_53_75_L_26	cml247	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4564_53_75_L_26.afa	0
ZM00030AB272110_P001	Int4564_53	Int4564_53_75_L_26	Int4564_53_75_L_26	NA	Int4564_53_75_L_26	ki11	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4564_53_75_L_26.afa	0
ZM00036AB280130_P001	Int4564_53	Int4564_53_75_L_26	Int4564_53_75_L_26	NA	Int4564_53_75_L_26	nc350	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4564_53_75_L_26.afa	0
ZM00001EB271410_P001	Int4564_53	Int4564_53_75_L_26	Int4564_53_75_L_26	NA	Int4564_53_75_L_26	b73	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4564_53_75_L_26.afa	0
ZM00020AB275780_P001	Int4564_53	Int4564_53_75_L_26	Int4564_53_75_L_26	NA	Int4564_53_75_L_26	cml69	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4564_53_75_L_26.afa	0
ZM00037AB275790_P001	Int4564_53	Int4564_53_75_L_26	Int4564_53_75_L_26	NA	Int4564_53_75_L_26	nc358	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4564_53_75_L_26.afa	0
ZM00038AB277810_P001	Int4564_53	Int4564_53_75_L_26	Int4564_53_75_L_26	NA	Int4564_53_75_L_26	oh7b	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4564_53_75_L_26.afa	0
ZM00025AB283080_P001	Int4564_53	Int4564_53_75_L_26	Int4564_53_75_L_26	NA	Int4564_53_75_L_26	cml322	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4564_53_75_L_26.afa	0
ZM00027AB276530_P001	Int4564_53	Int4564_53_75_L_26	Int4564_53_75_L_26	NA	Int4564_53_75_L_26	hp301	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4564_53_75_L_26.afa	0
ZM00024AB276430_P001	Int4564_53	Int4564_53_75_L_26	Int4564_53_75_L_26	NA	Int4564_53_75_L_26	cml277	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4564_53_75_L_26.afa	0
ZM00041AB281780_P001	Int4564_53	Int4564_53_75_L_26	Int4564_53_75_L_26	NA	Int4564_53_75_L_26	tx303	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4564_53_75_L_26.afa	0
ZM00018AB284590_P001	Int4564_53	Int4564_53_75_L_26	Int4564_53_75_L_26	NA	Int4564_53_75_L_26	b97	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4564_53_75_L_26.afa	0
ZM00034AB291020_P001	Int4564_53	Int4564_53_75_L_26	Int4564_53_75_L_26	NA	Int4564_53_75_L_26	mo18w	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4564_53_75_L_26.afa	0
ZM00026AB274630_P001	Int4564_53	Int4564_53_75_L_26	Int4564_53_75_L_26	NA	Int4564_53_75_L_26	cml333	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4564_53_75_L_26.afa	0
ZM00042AB283880_P001	Int4564_53	Int4564_53_75_L_26	Int4564_53_75_L_26	NA	Int4564_53_75_L_26	tzi8	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4564_53_75_L_26.afa	0
ZM00033AB288460_P001	Int4564_53	Int4564_53_75_L_26	Int4564_53_75_L_26	NA	Int4564_53_75_L_26	m162w	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4564_53_75_L_26.afa	0
ZM00019AB261130_P001	Int4564_53	Int4564_53_75_L_26	Int4564_53_75_L_26	NA	Int4564_53_75_L_26	cml52	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4564_53_75_L_26.afa	0
ZM00032AB282940_P001	Int4564_53	Int4564_53_75_L_26	Int4564_53_75_L_26	NA	Int4564_53_75_L_26	m37w	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4564_53_75_L_26.afa	0
ZM00028AB278300_P001	Int4564_53	Int4564_53_75_L_26	Int4564_53_75_L_26	NA	Int4564_53_75_L_26	il14h	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4564_53_75_L_26.afa	0
ZM00040AB288860_P001	Int4564_53	Int4564_53_75_L_26	Int4564_53_75_L_26	NA	Int4564_53_75_L_26	p39	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4564_53_75_L_26.afa	0
ZM00031AB282400_P001	Int4564_53	Int4564_53_75_L_26	Int4564_53_75_L_26	NA	Int4564_53_75_L_26	ky21	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4564_53_75_L_26.afa	0
ZM00039AB276310_P001	Int4564_53	Int4564_53_75_L_26	Int4564_53_75_L_26	NA	Int4564_53_75_L_26	oh43	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4564_53_75_L_26.afa	0
ZM00035AB117110_P001	Int4616_18	Int4616_18	NA	NA	Int4616_18	ms71	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int4616_18.afa	0
ZM00025AB117490_P001	Int4616_18	Int4616_18	NA	NA	Int4616_18	cml322	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int4616_18.afa	0
ZM00042AB116880_P001	Int4616_18	Int4616_18	NA	NA	Int4616_18	tzi8	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int4616_18.afa	0
ZM00033AB119870_P001	Int4616_18	Int4616_18	NA	NA	Int4616_18	m162w	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int4616_18.afa	0
ZM00032AB117170_P001	Int4616_18	Int4616_18	NA	NA	Int4616_18	m37w	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int4616_18.afa	0
ZM00039AB114690_P001	Int4616_18	Int4616_18	NA	NA	Int4616_18	oh43	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int4616_18.afa	0
ZM00018AB116990_P001	Int4616_18	Int4616_18	NA	NA	Int4616_18	b97	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int4616_18.afa	0
ZM00040AB121340_P001	Int4616_18	Int4616_18	NA	NA	Int4616_18	p39	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int4616_18.afa	0
ZM00020AB114780_P001	Int4616_18	Int4616_18	NA	NA	Int4616_18	cml69	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int4616_18.afa	0
ZM00022AB448440_P001	Int4616_18	Int4616_18	NA	NA	Int4616_18	cml228	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int4616_18.afa	0
ZM00019AB110650_P001	Int4616_18	Int4616_18	NA	NA	Int4616_18	cml52	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int4616_18.afa	0
ZM00026AB113670_P001	Int4616_18	Int4616_18	NA	NA	Int4616_18	cml333	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int4616_18.afa	0
ZM00024AB115700_P001	Int4616_18	Int4616_18	NA	NA	Int4616_18	cml277	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int4616_18.afa	0
ZM00036AB117240_P001	Int4616_18	Int4616_18	NA	NA	Int4616_18	nc350	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int4616_18.afa	0
ZM00029AB117420_P001	Int4616_18	Int4616_18	NA	NA	Int4616_18	ki3	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int4616_18.afa	0
ZM00028AB116400_P001	Int4616_18	Int4616_18	NA	NA	Int4616_18	il14h	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int4616_18.afa	0
ZM00038AB116330_P001	Int4616_18	Int4616_18	NA	NA	Int4616_18	oh7b	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int4616_18.afa	0
ZM00023AB117040_P001	Int4616_18	Int4616_18	NA	NA	Int4616_18	cml247	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int4616_18.afa	0
ZM00038AB423510_P001	Int4635_38	Int4635_38_52_R_4	Int4635_38_52_R_4	NA	Int4635_38_52_R_4	oh7b	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4635_38_52_R_4.afa	0
ZM00026AB416020_P001	Int4635_38	Int4635_38_52_R_4	Int4635_38_52_R_4	NA	Int4635_38_52_R_4	cml333	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4635_38_52_R_4.afa	0
ZM00033AB437280_P001	Int4635_38	Int4635_38_52_R_4	Int4635_38_52_R_4	NA	Int4635_38_52_R_4	m162w	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4635_38_52_R_4.afa	0
ZM00021AB421300_P001	Int4635_38	Int4635_38_52_R_4	Int4635_38_52_R_4	NA	Int4635_38_52_R_4	cml103	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4635_38_52_R_4.afa	0
ZM00019AB424880_P001	Int4635_38	Int4635_38_52_L_34	Int4635_38_52_L_34	NA	Int4635_38_52_L_34	cml52	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4635_38_52_L_34.afa	0
ZM00032AB094950_P001	Int4635_38	Int4635_38_52_L_34	Int4635_38_52_L_34	NA	Int4635_38_52_L_34	m37w	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4635_38_52_L_34.afa	0
ZM00019AB088870_P001	Int4635_38	Int4635_38_52_L_34	Int4635_38_52_L_34	NA	Int4635_38_52_L_34	cml52	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4635_38_52_L_34.afa	0
ZM00031AB095480_P001	Int4635_38	Int4635_38_52_L_34	Int4635_38_52_L_34	NA	Int4635_38_52_L_34	ky21	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4635_38_52_L_34.afa	0
ZM00029AB094170_P001	Int4635_38	Int4635_38_52_L_34	Int4635_38_52_L_34	NA	Int4635_38_52_L_34	ki3	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4635_38_52_L_34.afa	0
ZM00036AB094640_P001	Int4635_38	Int4635_38_52_L_34	Int4635_38_52_L_34	NA	Int4635_38_52_L_34	nc350	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4635_38_52_L_34.afa	0
ZM00020AB092440_P001	Int4635_38	Int4635_38_52_L_34	Int4635_38_52_L_34	NA	Int4635_38_52_L_34	cml69	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4635_38_52_L_34.afa	0
ZM00034AB097390_P001	Int4635_38	Int4635_38_52_L_34	Int4635_38_52_L_34	NA	Int4635_38_52_L_34	mo18w	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4635_38_52_L_34.afa	0
ZM00038AB093940_P001	Int4635_38	Int4635_38_52_L_34	Int4635_38_52_L_34	NA	Int4635_38_52_L_34	oh7b	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4635_38_52_L_34.afa	0
ZM00038AB093920_P001	Int4635_38	Int4635_38_52_L_34	Int4635_38_52_L_34	NA	Int4635_38_52_L_34	oh7b	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4635_38_52_L_34.afa	0
ZM00021AB091790_P001	Int4635_38	Int4635_38_52_L_34	Int4635_38_52_L_34	NA	Int4635_38_52_L_34	cml103	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4635_38_52_L_34.afa	0
ZM00041AB094490_P001	Int4635_38	Int4635_38_52_L_34	Int4635_38_52_L_34	NA	Int4635_38_52_L_34	tx303	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4635_38_52_L_34.afa	0
ZM00001EB091490_P001	Int4635_38	Int4635_38_52_L_34	Int4635_38_52_L_34	NA	Int4635_38_52_L_34	b73	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4635_38_52_L_34.afa	0
ZM00030AB091500_P001	Int4635_38	Int4635_38_52_L_34	Int4635_38_52_L_34	NA	Int4635_38_52_L_34	ki11	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4635_38_52_L_34.afa	0
ZM00041AB094500_P001	Int4635_38	Int4635_38_52_L_34	Int4635_38_52_L_34	NA	Int4635_38_52_L_34	tx303	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4635_38_52_L_34.afa	0
ZM00039AB092260_P001	Int4635_38	Int4635_38_52_L_34	Int4635_38_52_L_34	NA	Int4635_38_52_L_34	oh43	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4635_38_52_L_34.afa	0
ZM00026AB091890_P001	Int4635_38	Int4635_38_52_L_34	Int4635_38_52_L_34	NA	Int4635_38_52_L_34	cml333	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4635_38_52_L_34.afa	0
ZM00001EB091500_P001	Int4635_38	Int4635_38_52_L_34	Int4635_38_52_L_34	NA	Int4635_38_52_L_34	b73	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4635_38_52_L_34.afa	0
ZM00035AB094230_P001	Int4635_38	Int4635_38_52_L_34	Int4635_38_52_L_34	NA	Int4635_38_52_L_34	ms71	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4635_38_52_L_34.afa	0
ZM00022AB092240_P001	Int4635_38	Int4635_38_52_L_34	Int4635_38_52_L_34	NA	Int4635_38_52_L_34	cml228	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4635_38_52_L_34.afa	0
ZM00031AB095470_P001	Int4635_38	Int4635_38_52_L_34	Int4635_38_52_L_34	NA	Int4635_38_52_L_34	ky21	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4635_38_52_L_34.afa	0
ZM00021AB091800_P001	Int4635_38	Int4635_38_52_L_34	Int4635_38_52_L_34	NA	Int4635_38_52_L_34	cml103	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4635_38_52_L_34.afa	0
ZM00042AB093960_P001	Int4635_38	Int4635_38_52_L_34	Int4635_38_52_L_34	NA	Int4635_38_52_L_34	tzi8	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4635_38_52_L_34.afa	0
ZM00032AB094930_P001	Int4635_38	Int4635_38_52_L_34	Int4635_38_52_L_34	NA	Int4635_38_52_L_34	m37w	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4635_38_52_L_34.afa	0
ZM00024AB093410_P001	Int4635_38	Int4635_38_52_L_34	Int4635_38_52_L_34	NA	Int4635_38_52_L_34	cml277	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4635_38_52_L_34.afa	0
ZM00023AB094540_P001	Int4635_38	Int4635_38_52_L_34	Int4635_38_52_L_34	NA	Int4635_38_52_L_34	cml247	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4635_38_52_L_34.afa	0
ZM00026AB091900_P001	Int4635_38	Int4635_38_52_L_34	Int4635_38_52_L_34	NA	Int4635_38_52_L_34	cml333	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4635_38_52_L_34.afa	0
ZM00040AB098090_P001	Int4635_38	Int4635_38_52_L_34	Int4635_38_52_L_34	NA	Int4635_38_52_L_34	p39	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4635_38_52_L_34.afa	0
ZM00028AB093180_P001	Int4635_38	Int4635_38_52_L_34	Int4635_38_52_L_34	NA	Int4635_38_52_L_34	il14h	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4635_38_52_L_34.afa	0
ZM00033AB096460_P001	Int4635_38	Int4635_38_52_L_34	Int4635_38_52_L_34	NA	Int4635_38_52_L_34	m162w	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4635_38_52_L_34.afa	0
ZM00018AB094110_P001	Int4635_38	Int4635_38_52_L_34	Int4635_38_52_L_34	NA	Int4635_38_52_L_34	b97	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4635_38_52_L_34.afa	0
ZM00027AB092390_P001	Int4635_38	Int4635_38_52_L_34	Int4635_38_52_L_34	NA	Int4635_38_52_L_34	hp301	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4635_38_52_L_34.afa	0
ZM00025AB094450_P001	Int4635_38	Int4635_38_52_L_34	Int4635_38_52_L_34	NA	Int4635_38_52_L_34	cml322	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4635_38_52_L_34.afa	0
ZM00037AB091970_P001	Int4635_38	Int4635_38_52_L_34	Int4635_38_52_L_34	NA	Int4635_38_52_L_34	nc358	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4635_38_52_L_34.afa	0
ZM00035AB435850_P001	Int4674_114	Int4674_114_144_R_7	Int4674_114_144_R_7	NA	Int4674_114_144_R_7	ms71	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4674_114_144_R_7.afa	0
ZM00035AB435850_P001	Int4674_114	Int4916_25_31_L_7	Int4674_114_144_R_7	NA	Int4674_114_144_R_7	ms71	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4674_114_144_R_7.afa	0
ZM00019AB405880_P001	Int4674_114	Int4674_114_144_R_7	Int4674_114_144_R_7	NA	Int4674_114_144_R_7	cml52	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4674_114_144_R_7.afa	0
ZM00019AB405880_P001	Int4674_114	Int4916_25_31_L_7	Int4674_114_144_R_7	NA	Int4674_114_144_R_7	cml52	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4674_114_144_R_7.afa	0
ZM00018AB440080_P001	Int4674_114	Int4674_114_144_R_7	Int4674_114_144_R_7	NA	Int4674_114_144_R_7	b97	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4674_114_144_R_7.afa	0
ZM00018AB440080_P001	Int4674_114	Int4916_25_31_L_7	Int4674_114_144_R_7	NA	Int4674_114_144_R_7	b97	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int4674_114_144_R_7.afa	0
